work_year,experience_level,employment_type,job_title,salary,employee_residence,remote_ratio,company_location,company_size
2023,Senior,Full-Time,Research Scientist,215000,US,No-remote,US,Medium
2023,Senior,Full-Time,Research Scientist,146300,US,No-remote,US,Medium
2023,Junior,Full-Time,AI Developer,214618,DE,Fully-remote,DE,Large
2023,Intermediate,Full-Time,Data Engineer,72000,MX,Fully-remote,MX,Medium
2023,Intermediate,Full-Time,Data Engineer,60000,MX,Fully-remote,MX,Medium
2023,Senior,Full-Time,Machine Learning Engineer,153400,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,122700,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,260000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,175000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,186300,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,123900,US,Fully-remote,US,Medium
2023,Intermediate,Full-Time,Research Scientist,340000,US,Fully-remote,US,Medium
2023,Intermediate,Full-Time,Research Scientist,150000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,153400,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,122700,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,250000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,175000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Scientist,64385,FR,Partially-remote,FR,Medium
2023,Senior,Full-Time,Data Analyst,185900,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,121700,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,153600,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,106800,US,No-remote,US,Medium
2023,Senior,Freelance,Software Data Engineer,50000,NG,Partially-remote,AU,Medium
2023,Junior,Full-Time,Data Analyst,100000,UZ,Fully-remote,US,Large
2023,Senior,Full-Time,Machine Learning Engineer,247500,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,172200,US,No-remote,US,Medium
2023,Executive,Full-Time,Data Engineer,310000,US,Fully-remote,US,Medium
2023,Executive,Full-Time,Data Engineer,239000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,125000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,110000,US,No-remote,US,Medium
2023,Junior,Full-Time,Data Analyst,150000,US,No-remote,US,Medium
2023,Junior,Full-Time,Data Analyst,100000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,149076,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,82365,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,146000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,75000,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,139500,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,109400,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,139500,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,109400,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,149600,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,102000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Analyst,97218,GB,No-remote,GB,Medium
2023,Intermediate,Full-Time,Data Analyst,48609,GB,No-remote,GB,Medium
2023,Senior,Full-Time,Data Engineer,252000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,129000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,95000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,85500,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,185900,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,121700,US,No-remote,US,Medium
2023,Junior,Full-Time,Research Scientist,150000,US,No-remote,US,Medium
2023,Junior,Full-Time,Research Scientist,100000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,145000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,125000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Scientist,150000,US,Fully-remote,US,Medium
2023,Intermediate,Full-Time,Data Scientist,97750,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,201000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,122000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,252000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,129000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,120000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,75000,US,Fully-remote,US,Medium
2023,Intermediate,Full-Time,Data Scientist,116990,US,Fully-remote,US,Medium
2023,Intermediate,Full-Time,Data Scientist,82920,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,185900,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,129300,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Machine Learning Scientist,200000,US,No-remote,US,Small
2023,Intermediate,Full-Time,Machine Learning Scientist,125000,US,No-remote,US,Small
2023,Senior,Full-Time,Data Scientist,201000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,122000,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,204500,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,142200,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Manager,155000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Manager,140000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Machine Learning Infrastructure Engineer,205920,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Machine Learning Infrastructure Engineer,171600,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,121500,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,78000,US,Fully-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,154000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,116000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,190000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,136000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Analyst,78990,GB,Fully-remote,GB,Medium
2023,Intermediate,Full-Time,Data Analyst,43809,GB,Fully-remote,GB,Medium
2023,Senior,Full-Time,Data Analyst,180000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,110000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,275300,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,183000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,170000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,140000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,154000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,116000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,160000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,130000,US,Fully-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,200000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,120000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,175000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,160000,US,Fully-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,127599,GB,No-remote,GB,Medium
2023,Intermediate,Full-Time,Data Engineer,103294,GB,No-remote,GB,Medium
2023,Senior,Full-Time,Data Engineer,153600,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,106800,US,No-remote,US,Medium
2023,Junior,Full-Time,Data Analyst,85000,US,Fully-remote,US,Medium
2023,Junior,Full-Time,Data Analyst,75000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,225000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,156400,US,No-remote,US,Medium
2023,Senior,Full-Time,Analytics Engineer,150000,US,No-remote,US,Medium
2023,Senior,Full-Time,Analytics Engineer,120000,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,163800,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,126000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,145000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,90000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,204500,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,142200,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,95000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,85500,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,167500,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,106500,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,163800,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,126000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Analytics Manager,155000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Analytics Manager,140000,US,No-remote,US,Medium
2023,Senior,Full-Time,Research Scientist,250000,US,No-remote,US,Medium
2023,Senior,Full-Time,Research Scientist,200000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,260000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,186000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,160000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,130000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Research Scientist,200000,US,No-remote,US,Medium
2023,Senior,Full-Time,Research Scientist,150000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,48289,ES,No-remote,ES,Medium
2023,Senior,Full-Time,Data Scientist,38631,ES,No-remote,ES,Medium
2023,Senior,Full-Time,Data Scientist,150000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,120000,US,No-remote,US,Medium
2023,Junior,Full-Time,Data Analyst,30000,IN,Partially-remote,IN,Medium
2023,Intermediate,Full-Time,Research Scientist,185000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Research Scientist,125000,US,No-remote,US,Medium
2022,Junior,Part-Time,Data Analyst,34320,US,Fully-remote,US,Small
2022,Intermediate,Full-Time,Business Data Analyst,9289,BR,Fully-remote,BR,Medium
2023,Senior,Full-Time,Head of Data,75116,PT,Fully-remote,PT,Large
2022,Executive,Full-Time,Data Science Manager,106000,UZ,No-remote,RU,Large
2023,Senior,Full-Time,Data Analyst,175000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,130000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,122000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,93800,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Science Manager,150000,MX,Fully-remote,MX,Medium
2023,Senior,Full-Time,Data Science Manager,90000,MX,Fully-remote,MX,Medium
2023,Senior,Full-Time,Data Analyst,165000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,112000,US,Fully-remote,US,Medium
2023,Junior,Full-Time,Computer Vision Engineer,220000,US,No-remote,US,Medium
2023,Senior,Full-Time,BI Data Analyst,71897,DE,Fully-remote,DE,Medium
2023,Junior,Full-Time,AI Developer,64385,DE,No-remote,DE,Medium
2023,Senior,Full-Time,Machine Learning Engineer,204500,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,142200,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,15806,IN,Fully-remote,IN,Small
2023,Intermediate,Full-Time,Machine Learning Engineer,200000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Machine Learning Engineer,175000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,185900,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,129300,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,185900,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,121700,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,204500,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,142200,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Scientist,40000,FR,Partially-remote,FR,Large
2023,Senior,Full-Time,Data Science Consultant,29453,TH,Partially-remote,TH,Medium
2023,Senior,Full-Time,Data Analyst,180180,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,106020,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,136000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,104000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,125000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,110000,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,153400,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,122700,US,No-remote,US,Medium
2023,Executive,Full-Time,Data Engineer,310000,US,Fully-remote,US,Medium
2023,Executive,Full-Time,Data Engineer,239000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,152380,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,121904,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,185900,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,129300,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,247500,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,172200,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Architect,168400,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Architect,105200,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,128280,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,106900,US,No-remote,US,Medium
2022,Senior,Full-Time,Lead Data Scientist,192000,US,Fully-remote,US,Large
2023,Intermediate,Full-Time,Data Engineer,140000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,100000,US,No-remote,US,Medium
2023,Senior,Full-Time,Research Engineer,107309,DE,Fully-remote,DE,Small
2023,Senior,Full-Time,Research Engineer,85847,DE,Fully-remote,DE,Small
2023,Senior,Full-Time,Machine Learning Engineer,275000,DE,No-remote,DE,Medium
2023,Senior,Full-Time,Machine Learning Engineer,174000,DE,No-remote,DE,Medium
2023,Senior,Full-Time,Data Engineer,139500,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,109400,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,139500,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,109400,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,170500,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,85000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Manager,72946,GB,No-remote,GB,Medium
2023,Senior,Full-Time,Data Manager,54365,GB,No-remote,GB,Medium
2023,Executive,Full-Time,Head of Data Science,160288,GB,No-remote,GB,Medium
2023,Executive,Full-Time,Head of Data Science,127467,GB,No-remote,GB,Medium
2023,Senior,Full-Time,Data Engineer,80000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,65000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,124740,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,65488,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Quality Analyst,72200,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Quality Analyst,64980,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,153600,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,106800,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,179975,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,86466,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,120000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,90000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Insight Analyst,51039,GB,No-remote,GB,Medium
2023,Intermediate,Full-Time,Insight Analyst,42533,GB,No-remote,GB,Medium
2023,Senior,Full-Time,Data Scientist,149076,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,82365,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,169000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,110600,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Science Manager,175000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Science Manager,120000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,230000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,180000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,153600,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,106800,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Manager,140000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Manager,120000,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Infrastructure Engineer,205920,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Infrastructure Engineer,171600,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,165000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,125000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,265000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,185000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Applied Machine Learning Engineer,130000,US,No-remote,US,Medium
2022,Junior,Full-Time,Data Scientist,168000,US,Fully-remote,US,Medium
2023,Intermediate,Full-Time,AI Scientist,38631,ES,Partially-remote,ES,Large
2023,Senior,Full-Time,Data Analyst,95000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,85500,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,147100,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,90700,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,167580,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,87980,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,202000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,135000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,163800,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,126000,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,163800,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,126000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,104000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,65000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Research Engineer,230000,US,No-remote,US,Medium
2023,Senior,Full-Time,Research Engineer,148000,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,269000,CA,Fully-remote,CA,Medium
2023,Senior,Full-Time,Machine Learning Engineer,158000,CA,Fully-remote,CA,Medium
2023,Senior,Full-Time,Analytics Engineer,197000,US,No-remote,US,Medium
2023,Senior,Full-Time,Analytics Engineer,106000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Deep Learning Engineer,150000,US,Fully-remote,US,Medium
2023,Intermediate,Full-Time,Deep Learning Engineer,100000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,290000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,210000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,192000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,172800,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,300240,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,200160,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,300240,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,200160,US,No-remote,US,Medium
2023,Senior,Full-Time,Analytics Engineer,175000,US,No-remote,US,Medium
2023,Senior,Full-Time,Analytics Engineer,140000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Manager,169000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Manager,100000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,370000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,245000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,115447,GB,Fully-remote,GB,Large
2023,Senior,Full-Time,Data Analyst,110000,US,Fully-remote,US,Small
2023,Senior,Full-Time,Data Analyst,80000,US,Fully-remote,US,Small
2023,Junior,Full-Time,Data Analyst,55000,US,No-remote,US,Medium
2023,Junior,Full-Time,Data Analyst,48000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,95000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,85000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,137500,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,81500,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,323300,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,184700,US,No-remote,US,Medium
2021,Intermediate,Full-Time,AI Scientist,30000,GH,No-remote,GH,Small
2023,Senior,Full-Time,Machine Learning Engineer,186000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,153088,US,Fully-remote,US,Medium
2023,Intermediate,Full-Time,Data Infrastructure Engineer,190000,US,Fully-remote,US,Medium
2023,Intermediate,Full-Time,Data Infrastructure Engineer,160000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,200000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,150000,US,Fully-remote,US,Medium
2023,Intermediate,Full-Time,Data Infrastructure Engineer,190000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Infrastructure Engineer,183310,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,240000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,180000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,200000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,150000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Science Manager,299500,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Science Manager,245100,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,144000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,66000,US,Fully-remote,US,Medium
2023,Intermediate,Full-Time,Machine Learning Engineer,148500,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Machine Learning Engineer,126277,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Architect,228000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Architect,120000,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Software Engineer,180000,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Software Engineer,90000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,126500,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,78000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,180000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,160000,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Software Engineer,272000,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Software Engineer,170000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Analyst,80000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Analyst,60000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,259000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,146000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,200000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,160000,US,No-remote,US,Medium
2023,Executive,Full-Time,Data Engineer,310000,US,Fully-remote,US,Medium
2023,Executive,Full-Time,Data Engineer,239000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,142000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,95000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,155000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,139500,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,140000,US,Fully-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,120000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,259000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,146000,US,Fully-remote,US,Medium
2023,Intermediate,Full-Time,Data Analyst,109371,HR,No-remote,HR,Medium
2023,Intermediate,Full-Time,Data Analyst,72914,HR,No-remote,HR,Medium
2023,Junior,Part-Time,Data Analyst,17779,PL,Fully-remote,IN,Large
2023,Junior,Full-Time,Data Scientist,19522,BR,Fully-remote,BR,Large
2023,Senior,Full-Time,Data Science Lead,247500,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Science Lead,172200,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,225000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,156400,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,139500,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Engineer,109400,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,125000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,90000,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Infrastructure Engineer,107309,FR,Fully-remote,FR,Medium
2023,Senior,Full-Time,Machine Learning Infrastructure Engineer,75116,FR,Fully-remote,FR,Medium
2023,Senior,Full-Time,Data Scientist,185900,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,129300,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,139500,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,109400,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,120000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,75000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,169000,US,No-remote,US,Medium
2023,Senior,Full-Time,Data Analyst,110600,US,No-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,288000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,140000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,288000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,140000,US,Fully-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,120000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Engineer,90000,US,No-remote,US,Medium
2023,Intermediate,Full-Time,Data Science Lead,72914,GB,No-remote,GB,Medium
2023,Intermediate,Full-Time,Data Science Lead,60761,GB,No-remote,GB,Medium
2023,Senior,Full-Time,Data Scientist,215050,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Scientist,156400,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Architect,198000,US,Fully-remote,US,Medium
2023,Senior,Full-Time,Data Architect,114000,US,Fully-remote,US,Medium
2023,Junior,Full-Time,Data Analyst,75000,US,Fully-remote,US,Medium
